Investors,InvestorLink,Latest,Seed,Growth,Legal,GRC,RiskTech,FinTech,WealthTech,Participation
Raison Wealth,https://www.crunchbase.com/organization/element-global-technologies-private-portfolio,Nov 2022,0,20,0,10,0,0,10,1683000000
T0 Ventures,https://www.crunchbase.com/organization/t0-ventures,Nov 2022,0,2,0,0,2,0,0,41451950
Sean Behr,https://www.crunchbase.com/person/sean-behr,Nov 2022,6,0,0,6,0,0,0,84780000
Johnson Controls,https://www.crunchbase.com/organization/johnson-controls,Nov 2022,5,10,0,5,10,0,0,2712920450
OKX,https://www.crunchbase.com/organization/okx,Nov 2022,0,6,0,0,0,6,0,262199244
Harbor Street Ventures,https://www.crunchbase.com/organization/harbor-street-ventures,Nov 2022,0,8,0,0,0,0,0,88000000
Steep VC,https://www.crunchbase.com/organization/steep-vc,Nov 2022,1,0,0,0,0,1,0,2000000
Firestartr,https://www.crunchbase.com/organization/firestartr-co,Nov 2022,0,8,0,0,0,8,0,299020800
GreenGen Ventures,https://www.crunchbase.com/organization/greengen-ventures,Nov 2022,10,0,0,10,0,0,0,128600000
Friendly Trading 2,https://www.crunchbase.com/organization/friendly-trading,Nov 2022,2,0,0,1,0,1,0,452500000
Agriculture and Agri-Food Canada,https://www.crunchbase.com/organization/agriculture-and-agri-food-canada,Nov 2022,0,6,0,6,0,0,0,34416048
Rothschild Investment Corporation,https://www.crunchbase.com/organization/rothschild-investment-corporation,Nov 2022,0,3,0,0,0,0,3,1159800000
Collider,https://www.crunchbase.com/organization/collider-3,Nov 2022,0,1,0,0,0,1,0,10000000
Oxford University Innovation,https://www.crunchbase.com/organization/oxford-university-innovation,Nov 2022,0,4,0,0,0,0,0,133643780
Nadav Rosenberg,https://www.crunchbase.com/person/nadav-rosenberg,Nov 2022,1,0,0,0,0,0,0,14000000
Asian Capital Alliance,https://www.crunchbase.com/organization/aca-investments-pte-ltd,Nov 2022,0,6,0,0,6,0,0,588000000
BIG Ventures,https://www.crunchbase.com/organization/big-ventures,Nov 2022,0,2,0,0,0,2,0,46000000
Climate Collective,https://www.crunchbase.com/organization/climate-collective,Nov 2022,0,1,0,1,0,0,0,2500000
Aparna Bawa,https://www.crunchbase.com/person/aparna-bawa,Nov 2022,4,0,0,0,4,0,0,380000000
Brittany Yoon,https://www.crunchbase.com/person/brittany-binna-yoon,Nov 2022,3,0,0,3,0,0,0,14400000
Holdem Capital,https://www.crunchbase.com/organization/holdem-capital,Nov 2022,0,6,0,0,0,6,0,262199244
Aquasourca,https://www.crunchbase.com/organization/aquasourca,Nov 2022,0,2,0,0,0,2,0,35636572
FrenchFounders,https://www.crunchbase.com/organization/frenchfounders,Nov 2022,1,0,0,0,0,0,0,7187495
Bertrand Jelensperger,https://www.crunchbase.com/person/bertrand-jelensperger,Nov 2022,1,0,0,0,0,0,0,7187495
BDC Capital Women in Technology Venture Fund,https://www.crunchbase.com/organization/bdc-capital-s-women-in-technology-venture-fund,Nov 2022,0,24,0,4,0,16,0,2085526860
Avenue Growth Partners,https://www.crunchbase.com/organization/avenue-growth-partners,Nov 2022,0,2,0,0,0,2,0,25400000
Alix Sagazan,https://www.crunchbase.com/person/alix-de-sagazan,Nov 2022,1,0,0,0,0,0,0,7187495
Geoffroy De Becdelièvre,https://www.crunchbase.com/person/geoffroy-de-becdeli-vre,Nov 2022,1,0,0,0,0,0,0,7187495
Remi Aubert,https://www.crunchbase.com/person/remi-aubert,Nov 2022,1,0,0,0,0,0,0,7187495
Emmanuel Amon,https://www.crunchbase.com/person/emmanuel-amon,Nov 2022,0,2,0,0,0,2,0,35636572
640 Oxford Ventures,https://www.crunchbase.com/organization/640-oxford-ventures,Nov 2022,0,8,0,0,0,0,0,88000000
Tomas Cupr,https://www.crunchbase.com/person/tomas-cupr,Nov 2022,2,0,0,0,0,0,0,73000000
Raymond Levitt,https://www.crunchbase.com/person/raymond-levitt,Nov 2022,3,0,0,3,0,0,0,14400000
Kusabi,https://www.crunchbase.com/organization/kusabi,Nov 2022,0,6,0,0,0,6,0,262199244
Khallil Mangalji,https://www.crunchbase.com/person/khallil-mangalji-6cc9,Nov 2022,0,1,0,0,0,0,0,0
Reg Rix,https://www.crunchbase.com/person/reg-rix,Nov 2022,1,0,0,0,0,1,0,623543
Volution Capital Management LLC,https://www.crunchbase.com/organization/volution-capital,Nov 2022,0,15,0,8,0,7,0,1266649678
National Research Council of Canada Industrial Research Assistance Program,https://www.crunchbase.com/organization/national-research-council-of-canada-industrial-research-assistance-program,Nov 2022,0,8,0,8,0,0,0,12124136
Nomad Capital,https://www.crunchbase.com/organization/nomad-capital,Nov 2022,1,0,0,0,0,0,0,10000000
Ondřej Fryc,https://www.crunchbase.com/person/ondej-fryc,Nov 2022,2,0,0,0,0,0,0,73000000
Grant Gittlin,https://www.crunchbase.com/person/grant-gittlin,Nov 2022,2,0,0,0,0,0,0,20000000
Pitango Venture Capital,https://www.crunchbase.com/organization/pitango-venture-capital,Nov 2022,19,20,0,8,6,5,0,5133273382
Chase Coleman,https://www.crunchbase.com/person/charles-p-coleman-iii,Nov 2022,1,0,0,0,0,0,0,10000000
Gene Farrell,https://www.crunchbase.com/person/gene-farrell,Nov 2022,2,0,0,0,0,0,0,20000000
Jeremy Stanley,https://www.crunchbase.com/person/jeremy-stanley,Nov 2022,1,0,0,0,0,0,0,3000000
Michael Seibel,https://www.crunchbase.com/person/michael-seibel,Nov 2022,3,6,0,1,0,8,0,732000000
Snackclub,https://www.crunchbase.com/organization/snackclub,Nov 2022,3,0,0,0,0,3,0,24300000
Broadridge,https://www.crunchbase.com/organization/broadridge,Nov 2022,0,10,0,0,0,0,10,1294600000
Gary Corbett,https://www.crunchbase.com/person/gary-corbett-ecb4,Nov 2022,1,0,0,0,0,1,0,623543
Malcolm Turnbull,https://www.crunchbase.com/person/malcolm-turnbull-9e9e,Nov 2022,0,7,0,0,0,0,0,646280600
Ben Luscombe,https://www.crunchbase.com/person/ben-luscombe-e905,Nov 2022,1,0,0,0,0,1,0,623543
IP Group,https://www.crunchbase.com/organization/ip-group-plc,Nov 2022,5,15,0,5,0,0,0,522917697
Sean Plaice,https://www.crunchbase.com/person/sean-plaice,Nov 2022,2,0,0,2,0,0,0,4780000
Authentic Ventures,https://www.crunchbase.com/organization/authentic-ventures,Nov 2022,0,8,0,0,0,0,0,88000000
Innovacorp,https://www.crunchbase.com/organization/innovacorp,Nov 2022,7,21,0,18,0,0,0,51905022
Draper Goren Holm,https://www.crunchbase.com/organization/goren-holm-ventures-ghv,Nov 2022,6,2,0,0,0,8,0,121000000
AscendEX,https://www.crunchbase.com/organization/bitmax,Nov 2022,1,7,0,0,0,1,7,268400000
Louis Rix,https://www.crunchbase.com/person/louis-rix,Nov 2022,1,0,0,0,0,1,0,623543
Melitas Ventures,https://www.crunchbase.com/organization/melitas-ventures,Nov 2022,0,4,0,0,0,4,0,2258000000
World Fund,https://www.crunchbase.com/organization/world-fund,Nov 2022,0,4,0,0,0,4,0,114205708
Arsenal Growth Equity,https://www.crunchbase.com/organization/arsenal-venture-partners,Nov 2022,0,17,0,6,0,5,0,1245700000
Gene DOvidio,https://www.crunchbase.com/person/gene-d-ovidio-9683,Nov 2022,2,0,0,2,0,0,0,4780000
Ashby Monk,https://www.crunchbase.com/person/ashby-monk,Nov 2022,3,0,0,3,0,0,0,14400000
3B4 Investments,https://www.crunchbase.com/organization/3b4-investments,Nov 2022,1,0,0,0,0,1,0,623543
Urban Gillström,https://www.crunchbase.com/person/urban-gillstr%C3%B6m-5c2c,Nov 2022,3,0,0,3,0,0,0,6836106
FDC Partners,https://www.crunchbase.com/organization/fdc-partners,Nov 2022,0,6,0,6,0,0,0,138000000
Companion Fund,https://www.crunchbase.com/organization/companion-fund,Nov 2022,0,8,0,0,8,0,0,694551950
Updater,https://www.crunchbase.com/organization/updater,Nov 2022,0,2,0,0,2,0,0,26000000
LeFrak,https://www.crunchbase.com/organization/lefrak-organization,Nov 2022,5,35,0,0,2,8,30,2809610300
dmg ventures,https://www.crunchbase.com/organization/dmg-ventures,Nov 2022,0,2,0,0,2,0,0,41451950
Amsterdam Venture Partners,https://www.crunchbase.com/organization/amsterdam-venture-partners,Nov 2022,0,12,0,0,12,0,0,237284724
Tanay Tandon,https://www.crunchbase.com/person/tanay-tandon,Nov 2022,2,0,0,2,0,0,0,12850000
Atlantic Canada Opportunities Agency,https://www.crunchbase.com/organization/atlantic-canada-opportunities-agency,Nov 2022,4,16,0,16,0,4,0,83448272
QIMA,https://www.crunchbase.com/organization/qima,Nov 2022,0,1,0,1,0,0,0,50201600
Chestnut Street Ventures,https://www.crunchbase.com/organization/chestnut-street-ventures,Nov 2022,0,5,0,0,5,0,0,361125000
Nothing Research,https://www.crunchbase.com/organization/nothing-research,Nov 2022,1,0,0,0,0,0,1,1700000
Diane Ries,https://www.crunchbase.com/person/diane-ries-c475,Nov 2022,3,0,0,3,0,0,0,6836106
Brandon Leonardo,https://www.crunchbase.com/person/brandon-leonardo,Nov 2022,1,0,0,0,0,0,0,3000000
Vaens,https://www.crunchbase.com/organization/vaens,Nov 2022,1,0,0,1,0,0,0,1162409
Crocker Mountain Capital,https://www.crunchbase.com/organization/crocker-mountain-capital,Nov 2022,0,2,0,0,2,0,0,26000000
Fuel Capital,https://www.crunchbase.com/organization/fuel-capital,Nov 2022,3,3,0,3,0,0,0,113600000
Arena Investors,https://www.crunchbase.com/organization/arena-investors-lp,Nov 2022,0,12,0,0,0,12,0,12808015812
OKCoin Japan,https://www.crunchbase.com/organization/okcoin-japan,Nov 2022,0,6,0,0,0,6,0,262199244
Osgoode Properties,https://www.crunchbase.com/organization/osgoode-properties,Nov 2022,5,0,0,5,0,0,0,52920450
Sunset Ventures,https://www.crunchbase.com/organization/sunset-ventures-c665,Nov 2022,3,0,0,3,0,0,0,14400000
Betsy Cohen,https://www.crunchbase.com/person/betsy-cohen-2,Nov 2022,0,2,0,0,0,0,2,180000000
Elisabeth Ahlefeldt-Laurvig,https://www.crunchbase.com/person/elisabeth-ahlefeldt-laurvig,Nov 2022,3,0,0,3,0,0,0,6836106
Conquest,https://www.crunchbase.com/organization/conquest,Nov 2022,0,1,0,0,0,1,0,9825
Preeti Rathi,https://www.crunchbase.com/person/preeti-rathi,Nov 2022,0,2,0,0,0,0,2,180000000
GEM Digital,https://www.crunchbase.com/organization/gem-digital-ltd,Nov 2022,0,2,0,0,0,2,0,125000000
William Ahlefeldt-Laurvig,https://www.crunchbase.com/person/william-ahlefeldt-laurvig,Nov 2022,3,0,0,3,0,0,0,6836106
DMA,https://www.crunchbase.com/organization/dma-9ed4,Nov 2022,3,0,0,3,0,0,0,6836106
EvolutionX,https://www.crunchbase.com/organization/evolutionx-71b5,Nov 2022,0,12,0,0,0,12,0,12808015812
Heal Capital,https://www.crunchbase.com/organization/heal-capital,Nov 2022,3,3,0,3,3,0,0,73298136
Gérard Schockmel,https://www.crunchbase.com/person/g%C3%A9rard-schockmel,Nov 2022,3,0,0,3,0,0,0,6836106
Bardia Housman,https://www.crunchbase.com/person/bardia-housman,Nov 2022,4,0,0,4,0,0,0,114200000
Turnham Green,https://www.crunchbase.com/organization/turnham-green,Nov 2022,5,0,0,5,0,0,0,52920450
Carsten Ullrich,https://www.crunchbase.com/person/carsten-ullrich,Nov 2022,3,0,0,3,0,0,0,6836106
Sandeep Singhal,https://www.crunchbase.com/person/sandeep-singhal-2,Nov 2022,3,0,0,0,0,3,0,24750000
Simon Baukh,https://www.crunchbase.com/person/simon-baukh,Nov 2022,4,0,0,4,0,0,0,114200000
Farmhouse Capital,https://www.crunchbase.com/organization/farmhouse-capital,Nov 2022,5,0,0,5,0,0,0,80030300
Huawei s Spark Incubator,https://www.crunchbase.com/organization/huawei-s-spark-incubator,Nov 2022,0,3,0,0,0,3,0,7410000
WGV Insurance,https://www.crunchbase.com/organization/w%C3%BCrttembergische-gemeinde-versicherung,Nov 2022,0,7,0,0,7,0,0,392072702
Andia Shtepani,https://www.crunchbase.com/person/andia-shtepani-0d49,Nov 2022,3,0,0,3,0,0,0,6836106
Matt Farnell,https://www.crunchbase.com/person/matt-farnell,Nov 2022,4,0,0,4,0,0,0,114200000
Sumit Gwalani,https://www.crunchbase.com/person/sumit-gwalani,Nov 2022,0,2,0,0,0,0,2,180000000
Steven Bartel,https://www.crunchbase.com/person/steven-bartel,Nov 2022,2,0,0,2,0,0,0,12850000
H.I.G. Capital,https://www.crunchbase.com/organization/hig-capital,Nov 2022,0,2,0,0,0,2,0,0
RAAY Global Investments,https://www.crunchbase.com/organization/raay-global-investments,Nov 2022,1,0,0,0,0,0,0,1500000
ROC,https://www.crunchbase.com/organization/roc-93b4,Nov 2022,3,0,0,3,0,0,0,6836106
Foresight Ventures,https://www.crunchbase.com/organization/foresight-ventures,Nov 2022,5,3,0,3,0,4,1,136700000
Equilibrium,https://www.crunchbase.com/organization/equilibrium-0d29,Nov 2022,1,0,0,1,0,0,0,3500000
Chase Chapman,https://www.crunchbase.com/person/chase-chapman,Nov 2022,1,0,0,0,0,1,0,1400000
Darius Contractor,https://www.crunchbase.com/person/darius-contractor,Nov 2022,3,0,0,0,0,0,0,34000000
Moon Capital,https://www.crunchbase.com/organization/moon-capital,Nov 2022,2,0,0,0,0,2,0,17400000
Nicole Farb,https://www.crunchbase.com/person/nicole-shariat-farb,Nov 2022,9,0,0,0,0,9,0,179550000
Trimble Ventures,https://www.crunchbase.com/organization/trimble-ventures,Nov 2022,0,6,0,6,0,0,0,405000000
Omidyar Technology Ventures,https://www.crunchbase.com/organization/omidyar-technology-ventures,Nov 2022,0,16,0,9,7,0,0,8498200000
GoCardless,https://www.crunchbase.com/organization/gocardless,Nov 2022,2,0,0,0,0,2,0,17400000
HEC Ventures,https://www.crunchbase.com/organization/hec-ventures,Nov 2022,0,4,0,0,0,4,0,126814720
Qingsong Fund,https://www.crunchbase.com/organization/qingsong-fund,Nov 2022,4,1,0,1,0,4,0,527879552
FAST by GETTYLAB,https://www.crunchbase.com/organization/f-st,Nov 2022,28,4,0,7,1,0,0,111429900
Hussain Baig,https://www.crunchbase.com/person/hussain-baig,Nov 2022,2,0,0,2,0,0,0,21056106
Alexander Walsh,https://www.crunchbase.com/person/alexander-walsh-b95c,Nov 2022,2,0,0,2,0,0,0,21056106
Beijing Innovation Industry Investment,https://www.crunchbase.com/organization/beijing-innovation-industry-investment,Nov 2022,0,1,0,0,1,0,0,0
Platanus,https://www.crunchbase.com/organization/platanus-ventures,Nov 2022,6,3,0,3,0,6,0,61525000
RAZ ..,https://www.crunchbase.com/person/raz,Nov 2022,2,0,0,0,0,2,0,18000000
Trevor McCedries,https://www.crunchbase.com/person/trevor-mccedries,Nov 2022,2,0,0,0,0,2,0,18000000
Game Tech Ventures,https://www.crunchbase.com/organization/game-tech-ventures,Nov 2022,3,0,0,0,0,0,0,28170240
Acecap Finance,https://www.crunchbase.com/organization/acecap-finance,Nov 2022,3,0,0,0,0,0,0,28170240
Carolinas Fintech Ventures,https://www.crunchbase.com/organization/carolinas-fintech-ventures,Nov 2022,12,0,0,0,12,0,0,286800000
Jelle-Jan Bruinsma,https://www.crunchbase.com/person/jelle-jan-bruinsma,Nov 2022,1,0,0,1,0,0,0,1062165
8DAO,https://www.crunchbase.com/organization/8dao,Nov 2022,0,6,0,0,0,6,0,262199244
FriesDAO,https://www.crunchbase.com/organization/friesdao,Nov 2022,1,0,0,1,0,0,0,4000000
Jay Lee,https://www.crunchbase.com/person/jay-lee-db10,Nov 2022,2,0,0,0,0,2,0,5000000
Bertrand Leclercq,https://www.crunchbase.com/person/bertrand-leclercq,Nov 2022,2,0,0,0,0,2,0,13870360
Flick Shot,https://www.crunchbase.com/organization/flick-shot,Nov 2022,0,6,0,0,0,6,0,262199244
Theodorus III,https://www.crunchbase.com/organization/theodorus-iii,Nov 2022,0,6,0,0,6,0,0,61562940
Citi Impact Fund,https://www.crunchbase.com/organization/citi-impact-fund,Nov 2022,0,12,0,0,9,3,0,631500000
Digitalis Ventures,https://www.crunchbase.com/organization/digitalis-ventures,Nov 2022,1,7,0,0,0,1,0,419400000
Paul Sinsar,https://www.crunchbase.com/person/paul-sinsar,Nov 2022,1,0,0,0,0,0,1,5000000
Apollo Capital Management,https://www.crunchbase.com/organization/apollo-capital-management,Nov 2022,1,0,0,0,0,0,1,1700000
Micron Ventures,https://www.crunchbase.com/organization/micron-ventures,Nov 2022,0,22,0,0,0,0,0,8252200000
Paribu Ventures,https://www.crunchbase.com/organization/paribu-venture,Nov 2022,3,0,0,0,0,3,0,39500000
GBM Ventures,https://www.crunchbase.com/organization/gbm-ventures,Nov 2022,3,0,0,0,3,0,0,24300000
Metanomics,https://www.crunchbase.com/organization/metanomics,Nov 2022,3,0,0,0,0,3,0,13455000
Verdant Frontiers,https://www.crunchbase.com/organization/verdant-frontiers,Nov 2022,8,0,0,1,0,7,0,91760000
Chui Ventures,https://www.crunchbase.com/organization/chui-ventures,Nov 2022,1,0,0,1,0,0,0,3000000
Nurzhas Makishev,https://www.crunchbase.com/person/nurzhas-makishev,Nov 2022,3,0,0,3,0,0,0,42000000
SCALE AI,https://www.crunchbase.com/organization/scale-ai,Nov 2022,0,3,0,0,0,3,0,462977280
Duke Capital Ventures,https://www.crunchbase.com/organization/duke-capital-ventures,Nov 2022,1,0,0,0,0,0,1,1700000
Rahilla Zafar,https://www.crunchbase.com/person/rahilla-zafar,Nov 2022,1,1,0,0,0,2,0,16000000
VGames,https://www.crunchbase.com/organization/vgames,Nov 2022,1,4,0,0,0,2,0,86400000
Samurai Incubate,https://www.crunchbase.com/organization/samurai-incubate,Nov 2022,1,0,0,1,0,0,0,3000000
Jones DAO,https://www.crunchbase.com/organization/jones-dao,Nov 2022,1,0,0,1,0,0,0,4000000
John Rundle,https://www.crunchbase.com/person/john-rundle,Nov 2022,1,0,0,0,0,0,1,5000000
EDF Ventures,https://www.crunchbase.com/organization/edf-ventures,Nov 2022,0,1,0,1,0,0,0,50201600
John Theroux,https://www.crunchbase.com/person/john-theroux-bd07,Nov 2022,2,0,0,2,0,0,0,21056106
Tim Bolte,https://www.crunchbase.com/person/tim-bolte,Nov 2022,5,0,0,5,0,0,0,80030300
Findus Venture,https://www.crunchbase.com/organization/findus-venture,Nov 2022,0,9,0,9,0,0,0,423576279
K2G Tech Fund,https://www.crunchbase.com/organization/k2g-tech-fund,Nov 2022,4,0,0,2,0,2,0,21400000
Changsu Lee,https://www.crunchbase.com/person/changsu-lee,Nov 2022,2,0,0,0,0,2,0,5000000
Navigate Ventures LLC,https://www.crunchbase.com/organization/navigate-ventures-llc,Nov 2022,6,7,0,2,0,4,0,252456106
UNIQA Ventures,https://www.crunchbase.com/organization/uniqa-ventures,Nov 2022,0,22,0,4,18,0,0,903860223
Allegory Labs,https://www.crunchbase.com/organization/allegory-labs,Nov 2022,4,4,0,6,0,2,0,290300000
LinksDAO,https://www.crunchbase.com/organization/linksdao,Nov 2022,1,0,0,1,0,0,0,4000000
Phoenix Venture Partners,https://www.crunchbase.com/organization/phoenix-venture-partners,Nov 2022,5,0,0,0,0,0,0,10200000
SpaceTec Capital,https://www.crunchbase.com/organization/spacetec-capital-partners-ag,Nov 2022,0,9,0,9,0,0,0,423576279
Uncommon Projects,https://www.crunchbase.com/organization/uncommon-projects-b682,Nov 2022,2,0,0,0,0,2,0,18000000
Opus11 VC,https://www.crunchbase.com/organization/opus11-vc,Nov 2022,1,0,0,0,0,1,0,1241460
Will Price,https://www.crunchbase.com/person/will-price,Nov 2022,1,0,0,0,0,1,0,1400000
Envestnet,https://www.crunchbase.com/organization/envestnet,Nov 2022,0,8,0,0,0,0,8,277200000
Union Grove Venture Partners,https://www.crunchbase.com/organization/union-grove-venture-partners,Nov 2022,0,6,0,6,0,0,0,1890000000
Hawaii Federal Credit Union,https://www.crunchbase.com/organization/hawaii-federal-credit-union,Nov 2022,0,9,0,0,9,0,0,2700000000
Samit Ghosh,https://www.crunchbase.com/person/samit-ghosh,Nov 2022,2,0,0,0,0,2,0,9000000
Pritesh Gupta,https://www.crunchbase.com/person/pritesh-gupta-2,Nov 2022,2,0,0,0,0,2,0,9000000
Clemens Kaiser,https://www.crunchbase.com/person/clemens-kaiser,Nov 2022,0,9,0,9,0,0,0,423576279
Johnny Boufarhat,https://www.crunchbase.com/person/johnny-boufarhat,Nov 2022,1,0,0,0,0,1,0,3500000
Structure Capital,https://www.crunchbase.com/organization/structure-capital,Nov 2022,0,17,0,4,0,0,0,1000814213
Frontier Path Venture Capital,https://www.crunchbase.com/organization/frontier-path-venture-capital,Nov 2022,0,4,0,0,0,0,0,8276400
Enza Capital,https://www.crunchbase.com/organization/enza-capital,Nov 2022,4,18,0,4,5,13,0,694462600
Oceans Ventures,https://www.crunchbase.com/organization/oceans-ventures,Nov 2022,3,0,0,0,0,3,0,24750000
Trive Capital Holdings,https://www.crunchbase.com/organization/trive-capital-holdings,Nov 2022,0,1,0,1,0,0,0,0
IQT,https://www.crunchbase.com/organization/iqt,Nov 2022,5,0,0,5,0,0,0,54991765
CU Direct,https://www.crunchbase.com/organization/cu-direct,Nov 2022,0,9,0,0,9,0,0,2700000000
Demopolis Equity Partners,https://www.crunchbase.com/organization/demopolis-equity-partners,Nov 2022,0,4,0,4,0,0,0,588000000
Patrick Dixneuf,https://www.crunchbase.com/person/patrick-dixneuf,Nov 2022,2,0,0,0,0,2,0,13870360
José Valim,https://www.crunchbase.com/person/jos%C3%A9-valim,Nov 2022,0,3,0,0,0,0,0,129000000
SolanaFM,https://www.crunchbase.com/organization/solanafm,Nov 2022,1,0,0,1,0,0,0,3500000
Bleu Capital,https://www.crunchbase.com/organization/bleu-capital-llc,Nov 2022,1,4,0,0,0,4,0,10187495
Eric Rea,https://www.crunchbase.com/person/eric-rea,Nov 2022,2,0,0,2,0,0,0,12850000
Alderville Holding,https://www.crunchbase.com/organization/alderville-holding,Nov 2022,3,0,0,0,0,3,0,155497974
Rahul Sethuram,https://www.crunchbase.com/person/rahul-sethuram,Nov 2022,0,4,0,0,0,4,0,80800000
Alex Okosi,https://www.crunchbase.com/person/alex-okosi,Nov 2022,1,0,0,1,0,0,0,3000000
